Date,Depth_to_Groundwater,Depth_to_Groundwater_log,Depth_to_Groundwater_diff_1,Depth_to_Groundwater_diff_2,Depth_to_Groundwater_trend,Depth_to_Groundwater_seasonal,Depth_to_Groundwater_seasonal_shift_r_2M,Depth_to_Groundwater_seasonal_shift_r_1M,Depth_to_Groundwater_seasonal_shift_1M,Depth_to_Groundwater_seasonal_shift_2M,Depth_to_Groundwater_seasonal_shift_3M
2009-02-15,-29.44,3.3823542938606757,-0.010000000000001563,-0.030000000000001137,-29.349519230769232,-0.018026108247103535,0.015835883605876195,-0.01521096401633433,-0.02609317555479598,-0.0271362424476016,-0.0001713834533379156
2009-02-16,-29.4,3.380994674344636,0.0400000000000027,0.05000000000000426,-29.32009615384616,-0.013501589016334116,0.008911076527127087,-0.001353992862488098,-0.036120819785564764,-0.03730249280870314,-0.005388678448817751
2009-02-17,-29.24,3.3755376348815775,0.16000000000000014,0.11999999999999744,-29.290192307692312,-0.0118412524778732,0.00669068540279345,0.014132785983665762,-0.029112406324026608,-0.03270495440094956,-0.00552406461238816
2009-02-18,-29.22,3.3748534063225533,0.019999999999999574,-0.14000000000000057,-29.260865384615386,-0.021930915939410968,0.0017661157409486592,0.013020662194596926,-0.022896781324026685,-0.028834762093257617,-0.020042166825341316
2009-02-19,-29.22,3.3748534063225533,0.0,-0.019999999999999574,-29.23365384615385,-0.01521096401633433,0.011562581216805038,0.015835883605876195,-0.018026108247103535,-0.02609317555479598,-0.0271362424476016
2009-02-20,-29.21,3.3745111163996495,0.00999999999999801,0.00999999999999801,-29.20615384615385,-0.001353992862488098,0.01262804004498831,0.008911076527127087,-0.013501589016334116,-0.036120819785564764,-0.03730249280870314
2009-02-21,-29.18,3.3734835430946397,0.030000000000001137,0.020000000000003126,-29.17692307692308,0.014132785983665762,0.018657886337559097,0.00669068540279345,-0.0118412524778732,-0.029112406324026608,-0.03270495440094956
2009-02-22,-29.11,3.371081757757532,0.07000000000000028,0.03999999999999915,-29.147115384615386,0.013020662194596926,0.014089442031839568,0.0017661157409486592,-0.021930915939410968,-0.022896781324026685,-0.028834762093257617
2009-02-23,-29.02,3.367985247456042,0.08999999999999986,0.019999999999999574,-29.116730769230774,0.015835883605876195,0.01780209934055429,0.011562581216805038,-0.01521096401633433,-0.018026108247103535,-0.02609317555479598
2009-02-24,-29.01,3.367640598133313,0.00999999999999801,-0.08000000000000185,-29.085865384615385,0.008911076527127087,0.015369220087065774,0.01262804004498831,-0.001353992862488098,-0.013501589016334116,-0.036120819785564764
2009-02-25,-29.03,3.3683297780365384,-0.019999999999999574,-0.029999999999997584,-29.05442307692308,0.00669068540279345,0.007656188886759171,0.018657886337559097,0.014132785983665762,-0.0118412524778732,-0.029112406324026608
2009-02-26,-28.98,3.3666059368925363,0.05000000000000071,0.07000000000000028,-29.02201923076923,0.0017661157409486592,0.009587032330327159,0.014089442031839568,0.013020662194596926,-0.021930915939410968,-0.022896781324026685
2009-02-27,-28.95,3.3655702040190043,0.030000000000001137,-0.019999999999999574,-28.99086538461539,0.011562581216805038,0.011379911327203184,0.01780209934055429,0.015835883605876195,-0.01521096401633433,-0.018026108247103535
2009-02-28,-28.99,3.3669509429335642,-0.03999999999999915,-0.07000000000000028,-28.962019230769233,0.01262804004498831,0.006253478768643947,0.015369220087065774,0.008911076527127087,-0.001353992862488098,-0.013501589016334116
2009-03-01,-28.91,3.364187556028255,0.0799999999999983,0.11999999999999744,-28.933750000000003,0.018657886337559097,0.01323055998026554,0.007656188886759171,0.00669068540279345,0.014132785983665762,-0.0118412524778732
2009-03-02,-28.85,3.3621099929541085,0.05999999999999872,-0.019999999999999574,-28.905384615384616,0.014089442031839568,0.010578011562256524,0.009587032330327159,0.0017661157409486592,0.013020662194596926,-0.021930915939410968
2009-03-03,-28.85,3.3621099929541085,0.0,-0.05999999999999872,-28.87538461538462,0.01780209934055429,0.00743401015279529,0.011379911327203184,0.011562581216805038,0.015835883605876195,-0.01521096401633433
2009-03-04,-28.71,3.3572454941329726,0.14000000000000057,0.14000000000000057,-28.845961538461538,0.015369220087065774,0.013806865343523978,0.006253478768643947,0.01262804004498831,0.008911076527127087,-0.001353992862488098
2009-03-05,-28.58,3.3527071725017215,0.13000000000000256,-0.00999999999999801,-28.81875,0.007656188886759171,0.01759306336426189,0.01323055998026554,0.018657886337559097,0.00669068540279345,0.014132785983665762
2009-03-06,-28.65,3.3551534431607486,-0.07000000000000028,-0.20000000000000284,-28.79125,0.009587032330327159,0.011127599466671467,0.010578011562256524,0.014089442031839568,0.0017661157409486592,0.013020662194596926
2009-03-07,-28.76,3.358985532852846,-0.11000000000000298,-0.0400000000000027,-28.763365384615387,0.011379911327203184,0.005298412872024639,0.00743401015279529,0.01780209934055429,0.011562581216805038,0.015835883605876195
2009-03-08,-28.77,3.3593331775634567,-0.00999999999999801,0.10000000000000497,-28.736250000000002,0.006253478768643947,0.010847431405583334,0.013806865343523978,0.015369220087065774,0.01262804004498831,0.008911076527127087
2009-03-09,-28.71,3.3572454941329726,0.05999999999999872,0.06999999999999673,-28.709807692307695,0.01323055998026554,0.014288187830879782,0.01759306336426189,0.007656188886759171,0.018657886337559097,0.00669068540279345
2009-03-10,-28.71,3.3572454941329726,0.0,-0.05999999999999872,-28.682884615384616,0.010578011562256524,0.006550169327400936,0.011127599466671467,0.009587032330327159,0.014089442031839568,0.0017661157409486592
2009-03-11,-28.68,3.3562000157314196,0.030000000000001137,0.030000000000001137,-28.655096153846152,0.00743401015279529,0.006236177414615844,0.005298412872024639,0.011379911327203184,0.01780209934055429,0.011562581216805038
2009-03-12,-28.72,3.3575937441800234,-0.03999999999999915,-0.07000000000000028,-28.626923076923077,0.013806865343523978,0.010090184838854852,0.010847431405583334,0.006253478768643947,0.015369220087065774,0.01262804004498831
2009-03-13,-28.68,3.3562000157314196,0.03999999999999915,0.0799999999999983,-28.598846153846154,0.01759306336426189,0.010587514724666803,0.014288187830879782,0.01323055998026554,0.007656188886759171,0.018657886337559097
2009-03-14,-28.65,3.3551534431607486,0.030000000000001137,-0.00999999999999801,-28.571057692307694,0.011127599466671467,0.014800419159386955,0.006550169327400936,0.010578011562256524,0.009587032330327159,0.014089442031839568
2009-03-15,-28.57,3.3523572162426816,0.0799999999999983,0.04999999999999716,-28.544423076923078,0.005298412872024639,0.018783029197145782,0.006236177414615844,0.00743401015279529,0.011379911327203184,0.01780209934055429
2009-03-16,-28.61,3.3537563070620187,-0.03999999999999915,-0.11999999999999744,-28.518461538461537,0.010847431405583334,0.00364764303357568,0.010090184838854852,0.013806865343523978,0.006253478768643947,0.015369220087065774
2009-03-17,-28.61,3.3537563070620187,0.0,0.03999999999999915,-28.491346153846155,0.014288187830879782,0.0003700441444588748,0.010587514724666803,0.01759306336426189,0.01323055998026554,0.007656188886759171
2009-03-18,-28.54,3.3513066120486905,0.07000000000000028,0.07000000000000028,-28.461634615384618,0.006550169327400936,-0.007419663006766436,0.014800419159386955,0.011127599466671467,0.010578011562256524,0.009587032330327159
2009-03-19,-28.43,3.3474449256629084,0.10999999999999943,0.03999999999999915,-28.43125,0.006236177414615844,-0.0001713834533379156,0.018783029197145782,0.005298412872024639,0.00743401015279529,0.011379911327203184
2009-03-20,-28.4,3.3463891451671604,0.030000000000001137,-0.0799999999999983,-28.403653846153844,0.010090184838854852,-0.005388678448817751,0.00364764303357568,0.010847431405583334,0.013806865343523978,0.006253478768643947
2009-03-21,-28.36,3.344979701663927,0.03999999999999915,0.00999999999999801,-28.378653846153846,0.010587514724666803,-0.00552406461238816,0.0003700441444588748,0.014288187830879782,0.01759306336426189,0.01323055998026554
2009-03-22,-28.32,3.343568268825519,0.03999999999999915,0.0,-28.354134615384616,0.014800419159386955,-0.020042166825341316,-0.007419663006766436,0.006550169327400936,0.011127599466671467,0.010578011562256524
2009-03-23,-28.27,3.341801171705499,0.05000000000000071,0.010000000000001563,-28.329326923076927,0.018783029197145782,-0.0271362424476016,-0.0001713834533379156,0.006236177414615844,0.005298412872024639,0.00743401015279529
2009-03-24,-28.15,3.3375473545856993,0.120000000000001,0.07000000000000028,-28.303846153846155,0.00364764303357568,-0.03730249280870314,-0.005388678448817751,0.010090184838854852,0.010847431405583334,0.013806865343523978
2009-03-25,-28.21,3.339676525013905,-0.060000000000002274,-0.18000000000000327,-28.277692307692313,0.0003700441444588748,-0.03270495440094956,-0.00552406461238816,0.010587514724666803,0.014288187830879782,0.01759306336426189
2009-03-26,-28.24,3.3407394126250414,-0.029999999999997584,0.03000000000000469,-28.250865384615388,-0.007419663006766436,-0.028834762093257617,-0.020042166825341316,0.014800419159386955,0.006550169327400936,0.011127599466671467
2009-03-27,-28.24,3.3407394126250414,0.0,0.029999999999997584,-28.223750000000003,-0.0001713834533379156,-0.02609317555479598,-0.0271362424476016,0.018783029197145782,0.006236177414615844,0.005298412872024639
2009-03-28,-28.17,3.338257581888281,0.06999999999999673,0.06999999999999673,-28.198076923076925,-0.005388678448817751,-0.036120819785564764,-0.03730249280870314,0.00364764303357568,0.010090184838854852,0.010847431405583334
2009-03-29,-28.03,3.333275365176697,0.14000000000000057,0.07000000000000384,-28.173750000000002,-0.00552406461238816,-0.029112406324026608,-0.03270495440094956,0.0003700441444588748,0.010587514724666803,0.014288187830879782
2009-03-30,-28.12,3.336481066942464,-0.08999999999999986,-0.23000000000000043,-28.150961538461537,-0.020042166825341316,-0.022896781324026685,-0.028834762093257617,-0.007419663006766436,0.014800419159386955,0.006550169327400936
2009-03-31,-28.09,3.335413641116152,0.030000000000001137,0.120000000000001,-28.130096153846154,-0.0271362424476016,-0.018026108247103535,-0.02609317555479598,-0.0001713834533379156,0.018783029197145782,0.006236177414615844
2009-04-01,-28.03,3.333275365176697,0.05999999999999872,0.029999999999997584,-28.107788461538462,-0.03730249280870314,-0.013501589016334116,-0.036120819785564764,-0.005388678448817751,0.00364764303357568,0.010090184838854852
2009-04-02,-28.1,3.3357695763397,-0.07000000000000028,-0.129999999999999,-28.082403846153845,-0.03270495440094956,-0.0118412524778732,-0.029112406324026608,-0.00552406461238816,0.0003700441444588748,0.010587514724666803
2009-04-03,-28.09,3.335413641116152,0.010000000000001563,0.08000000000000185,-28.056057692307697,-0.028834762093257617,-0.021930915939410968,-0.022896781324026685,-0.020042166825341316,-0.007419663006766436,0.014800419159386955
2009-04-04,-28.08,3.3350575791576103,0.010000000000001563,0.0,-28.03,-0.02609317555479598,-0.01521096401633433,-0.018026108247103535,-0.0271362424476016,-0.0001713834533379156,0.018783029197145782
2009-04-05,-28.03,3.333275365176697,0.04999999999999716,0.039999999999995595,-28.004423076923082,-0.036120819785564764,-0.001353992862488098,-0.013501589016334116,-0.03730249280870314,-0.005388678448817751,0.00364764303357568
2009-04-06,-27.98,3.331489969237335,0.05000000000000071,3.552713678800501e-15,-27.979615384615386,-0.029112406324026608,0.014132785983665762,-0.0118412524778732,-0.03270495440094956,-0.00552406461238816,0.0003700441444588748
2009-04-07,-27.97,3.3311325072138684,0.010000000000001563,-0.03999999999999915,-27.954615384615387,-0.022896781324026685,0.013020662194596926,-0.021930915939410968,-0.028834762093257617,-0.020042166825341316,-0.007419663006766436
2009-04-08,-27.98,3.331489969237335,-0.010000000000001563,-0.020000000000003126,-27.928846153846155,-0.018026108247103535,0.015835883605876195,-0.01521096401633433,-0.02609317555479598,-0.0271362424476016,-0.0001713834533379156
2009-04-09,-27.97,3.3311325072138684,0.010000000000001563,0.020000000000003126,-27.903557692307693,-0.013501589016334116,0.008911076527127087,-0.001353992862488098,-0.036120819785564764,-0.03730249280870314,-0.005388678448817751
2009-04-10,-27.9,3.32862668882732,0.07000000000000028,0.05999999999999872,-27.879807692307693,-0.0118412524778732,0.00669068540279345,0.014132785983665762,-0.029112406324026608,-0.03270495440094956,-0.00552406461238816
2009-04-11,-27.86,3.3271919683516598,0.03999999999999915,-0.030000000000001137,-27.857019230769232,-0.021930915939410968,0.0017661157409486592,0.013020662194596926,-0.022896781324026685,-0.028834762093257617,-0.020042166825341316
2009-04-12,-27.76,3.3235961356386037,0.09999999999999787,0.05999999999999872,-27.834038461538462,-0.01521096401633433,0.011562581216805038,0.015835883605876195,-0.018026108247103535,-0.02609317555479598,-0.0271362424476016
2009-04-13,-27.58,3.3170908723651555,0.18000000000000327,0.0800000000000054,-27.81201923076923,-0.001353992862488098,0.01262804004498831,0.008911076527127087,-0.013501589016334116,-0.036120819785564764,-0.03730249280870314
2009-04-14,-27.65,3.3196257279683437,-0.07000000000000028,-0.25000000000000355,-27.791923076923077,0.014132785983665762,0.018657886337559097,0.00669068540279345,-0.0118412524778732,-0.029112406324026608,-0.03270495440094956
2009-04-15,-27.77,3.323956301318708,-0.120000000000001,-0.05000000000000071,-27.772788461538465,0.013020662194596926,0.014089442031839568,0.0017661157409486592,-0.021930915939410968,-0.022896781324026685,-0.028834762093257617
2009-04-16,-27.76,3.3235961356386037,0.00999999999999801,0.129999999999999,-27.75442307692308,0.015835883605876195,0.01780209934055429,0.011562581216805038,-0.01521096401633433,-0.018026108247103535,-0.02609317555479598
2009-04-17,-27.72,3.3221541743217022,0.0400000000000027,0.03000000000000469,-27.73721153846154,0.008911076527127087,0.015369220087065774,0.01262804004498831,-0.001353992862488098,-0.013501589016334116,-0.036120819785564764
2009-04-18,-27.74,3.3228754148866853,-0.019999999999999574,-0.060000000000002274,-27.720769230769232,0.00669068540279345,0.007656188886759171,0.018657886337559097,0.014132785983665762,-0.0118412524778732,-0.029112406324026608
2009-04-19,-27.62,3.318540147981146,0.11999999999999744,0.13999999999999702,-27.705384615384617,0.0017661157409486592,0.009587032330327159,0.014089442031839568,0.013020662194596926,-0.021930915939410968,-0.022896781324026685
2009-04-20,-27.59,3.3174533882291946,0.030000000000001137,-0.0899999999999963,-27.690192307692307,0.011562581216805038,0.011379911327203184,0.01780209934055429,0.015835883605876195,-0.01521096401633433,-0.018026108247103535
2009-04-21,-27.56,3.3163654461454577,0.030000000000001137,0.0,-27.67480769230769,0.01262804004498831,0.006253478768643947,0.015369220087065774,0.008911076527127087,-0.001353992862488098,-0.013501589016334116
2009-04-22,-27.52,3.314913013065143,0.03999999999999915,0.00999999999999801,-27.660000000000004,0.018657886337559097,0.01323055998026554,0.007656188886759171,0.00669068540279345,0.014132785983665762,-0.0118412524778732
2009-04-23,-27.57,3.3167282250357055,-0.05000000000000071,-0.08999999999999986,-27.646538461538462,0.014089442031839568,0.010578011562256524,0.009587032330327159,0.0017661157409486592,0.013020662194596926,-0.021930915939410968
2009-04-24,-27.6,3.3178157727231046,-0.030000000000001137,0.019999999999999574,-27.635865384615386,0.01780209934055429,0.00743401015279529,0.011379911327203184,0.011562581216805038,0.015835883605876195,-0.01521096401633433
2009-04-25,-27.59,3.3174533882291946,0.010000000000001563,0.0400000000000027,-27.626153846153848,0.015369220087065774,0.013806865343523978,0.006253478768643947,0.01262804004498831,0.008911076527127087,-0.001353992862488098
2009-04-26,-27.53,3.315276319154516,0.05999999999999872,0.04999999999999716,-27.61596153846154,0.007656188886759171,0.01759306336426189,0.01323055998026554,0.018657886337559097,0.00669068540279345,0.014132785983665762
2009-04-27,-27.38,3.3098128198603027,0.15000000000000213,0.09000000000000341,-27.60692307692308,0.009587032330327159,0.011127599466671467,0.010578011562256524,0.014089442031839568,0.0017661157409486592,0.013020662194596926
2009-04-28,-27.39,3.3101779832749867,-0.010000000000001563,-0.1600000000000037,-27.598269230769233,0.011379911327203184,0.005298412872024639,0.00743401015279529,0.01780209934055429,0.011562581216805038,0.015835883605876195
2009-04-29,-27.4,3.3105430133940246,-0.00999999999999801,3.552713678800501e-15,-27.589134615384616,0.006253478768643947,0.010847431405583334,0.013806865343523978,0.015369220087065774,0.01262804004498831,0.008911076527127087
2009-04-30,-27.37,3.309447523052588,0.029999999999997584,0.039999999999995595,-27.580288461538466,0.01323055998026554,0.014288187830879782,0.01759306336426189,0.007656188886759171,0.018657886337559097,0.00669068540279345
2009-05-01,-27.39,3.3101779832749867,-0.019999999999999574,-0.04999999999999716,-27.572596153846156,0.010578011562256524,0.006550169327400936,0.011127599466671467,0.009587032330327159,0.014089442031839568,0.0017661157409486592
2009-05-02,-27.42,3.3112726741341683,-0.030000000000001137,-0.010000000000001563,-27.56528846153846,0.00743401015279529,0.006236177414615844,0.005298412872024639,0.011379911327203184,0.01780209934055429,0.011562581216805038
2009-05-03,-27.38,3.3098128198603027,0.0400000000000027,0.07000000000000384,-27.557115384615386,0.013806865343523978,0.010090184838854852,0.010847431405583334,0.006253478768643947,0.015369220087065774,0.01262804004498831
2009-05-04,-27.34,3.3083508312958037,0.03999999999999915,-3.552713678800501e-15,-27.547980769230772,0.01759306336426189,0.010587514724666803,0.014288187830879782,0.01323055998026554,0.007656188886759171,0.018657886337559097
2009-05-05,-27.36,3.3090820927543496,-0.019999999999999574,-0.05999999999999872,-27.53769230769231,0.011127599466671467,0.014800419159386955,0.006550169327400936,0.010578011562256524,0.009587032330327159,0.014089442031839568
2009-05-06,-27.39,3.3101779832749867,-0.030000000000001137,-0.010000000000001563,-27.525673076923077,0.005298412872024639,0.018783029197145782,0.006236177414615844,0.00743401015279529,0.011379911327203184,0.01780209934055429
2009-05-07,-27.42,3.3112726741341683,-0.030000000000001137,0.0,-27.51346153846154,0.010847431405583334,0.00364764303357568,0.010090184838854852,0.013806865343523978,0.006253478768643947,0.015369220087065774
2009-05-08,-27.41,3.3109079103146946,0.010000000000001563,0.0400000000000027,-27.504134615384615,0.014288187830879782,0.0003700441444588748,0.010587514724666803,0.01759306336426189,0.01323055998026554,0.007656188886759171
2009-05-09,-27.45,3.3123661679555396,-0.03999999999999915,-0.05000000000000071,-27.49846153846154,0.006550169327400936,-0.007419663006766436,0.014800419159386955,0.011127599466671467,0.010578011562256524,0.009587032330327159
2009-05-10,-27.43,3.311637304949512,0.019999999999999574,0.05999999999999872,-27.49423076923077,0.006236177414615844,-0.0001713834533379156,0.018783029197145782,0.005298412872024639,0.00743401015279529,0.011379911327203184
2009-05-11,-27.41,3.3109079103146946,0.019999999999999574,0.0,-27.48798076923077,0.010090184838854852,-0.005388678448817751,0.00364764303357568,0.010847431405583334,0.013806865343523978,0.006253478768643947
2009-05-12,-27.44,3.3120018028576843,-0.030000000000001137,-0.05000000000000071,-27.479903846153846,0.010587514724666803,-0.00552406461238816,0.0003700441444588748,0.014288187830879782,0.01759306336426189,0.01323055998026554
